annee,Item,surface_cultivee_ha,production_tonnes,yield_value,rendement_tonnes_ha,pluviometrie_mm,temperature_moyenne_c,humidite_pct,ph,azote_N,phosphore_P_mg_kg,potassium_K_mg_kg
1961,"Almonds, in shell",85000.0,5800.0,68.2,0.0068200000000000005,,,,,,,
1961,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",,5000.0,,,,,,,,,
1961,Apples,1600.0,7100.0,4437.5,0.44375,,,,,,,
1961,Apricots,12000.0,11600.0,966.7,0.09667,,,,,,,
1961,Artichokes,1900.0,11400.0,6000.0,0.6,,,,,,,
1961,Asparagus,,0.0,,,,,,,,,
1961,Barley,200000.0,70000.0,350.0,0.035,,,,,,,
1961,"Beans, dry",0.0,0.0,,,,,,,,,
1961,"Beef and Buffalo Meat, primary",,15400.0,,,,,,,,,
1961,"Beer of barley, malted",,37601.2,,,,,,,,,
1961,Beeswax,,70.0,,,,,,,,,
1961,"Broad beans and horse beans, dry",28800.0,6500.0,225.7,0.02257,,,,,,,
1961,"Broad beans and horse beans, green",1700.0,5000.0,2941.2,0.29412,,,,,,,
1961,Butter and Ghee,,951.0,,,,,,,,,
1961,Butter and ghee of sheep milk,,150.0,,,,,,,,,
1961,Butter of cow milk,,801.0,,,,,,,,,
1961,Cabbages,210.0,3550.0,16904.8,1.69048,,,,,,,
1961,Cantaloupes and other melons,1870.0,28000.0,14973.3,1.4973299999999998,,,,,,,
1961,Carrots and turnips,3800.0,23000.0,6052.6,0.60526,,,,,,,
1961,"Cattle fat, unrendered",,266.54,,,,,,,,,
1961,Cauliflowers and broccoli,100.0,2100.0,21000.0,2.1,,,,,,,
1961,Cereals n.e.c.,40000.0,20000.0,500.0,0.05,,,,,,,
1961,"Cereals, primary",1125063.0,561618.0,499.2,0.04992,,,,,,,
1961,Cheese (All Kinds),,1330.0,,,,,,,,,
1961,"Cheese from milk of goats, fresh or processed",,1000.0,,,,,,,,,
1961,Cheese from whole cow milk,,330.0,,,,,,,,,
1961,"Chick peas, dry",21000.0,6400.0,304.8,0.03048,,,,,,,
1961,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",,4500.0,,,,,,,,,
1961,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",7000.0,45500.0,6500.0,0.65,,,,,,,
1961,"Citrus Fruit, Total",0.0,92500.0,,,,,,,,,
1961,"Cotton lint, ginned",,218.0,,,,,,,,,
1961,Cotton seed,,435.0,,,,,,,,,
1961,Cranberries,,0.0,,,,,,,,,
1961,Cucumbers and gherkins,300.0,3000.0,10000.0,1.0,,,,,,,
1961,Dates,10000.0,36300.0,3630.0,0.363,,,,,,,
1961,"Edible offal of cattle, fresh, chilled or frozen",,2310.0,,,,,,,,,
1961,"Edible offal of goat, fresh, chilled or frozen",,282.86,,,,,,,,,
1961,"Edible offal of pigs, fresh, chilled or frozen",,1.6,,,,,,,,,
1961,"Edible offal of sheep, fresh, chilled or frozen",,3533.88,,,,,,,,,
1961,"Edible offals of camels and other camelids, fresh, chilled or frozen",,233.51,,,,,,,,,
1961,"Edible offals of horses and other equines, fresh, chilled or frozen",,84.46,,,,,,,,,
1961,Eggplants (aubergines),0.0,0.0,,,,,,,,,
1961,Eggs Primary,,6500.0,,,,,,,,,
1961,Fat of camels,,149.19,,,,,,,,,
1961,Fat of pigs,,6.88,,,,,,,,,
1961,"Fibre Crops, Fibre Equivalent",650.0,228.55,351.6,0.035160000000000004,,,,,,,
1961,Figs,24000.0,24000.0,1000.0,0.1,,,,,,,
1961,Fruit Primary,113871.0,585850.0,5144.9,0.51449,,,,,,,
1961,"Game meat, fresh, chilled or frozen",,0.0,,,,,,,,,
1961,"Goat fat, unrendered",,72.73,,,,,,,,,
1961,Grapes,45769.0,247000.0,5396.7,0.53967,,,,,,,
1961,Green garlic,700.0,4000.0,5714.3,0.57143,,,,,,,
1961,"Hazelnuts, in shell",,0.0,,,,,,,,,
1961,"Hen eggs in shell, fresh",,6500.0,42.0,0.0042,,,,,,,
1961,"Horse meat, fresh or chilled",,742.0,,,,,,,,,
1961,Lemons and limes,,16600.0,,,,,,,,,
1961,"Lentils, dry",2209.0,649.0,293.8,0.02938,,,,,,,
1961,Linseed,2000.0,2000.0,1000.0,0.1,,,,,,,
1961,Locust beans (carobs),,0.0,,,,,,,,,
1961,Margarine and shortening,,2400.0,,,,,,,,,
1961,"Meat of camels, fresh or chilled",,1200.0,,,,,,,,,
1961,"Meat of cattle with the bone, fresh or chilled",,15400.0,,,,,,,,,
1961,"Meat of chickens, fresh or chilled",,7920.0,,,,,,,,,
1961,"Meat of goat, fresh or chilled",,1980.0,,,,,,,,,
1961,"Meat of pig with the bone, fresh or chilled",,112.0,,,,,,,,,
1961,"Meat of sheep, fresh or chilled",,23400.0,,,,,,,,,
1961,"Meat of turkeys, fresh or chilled",,0.0,,,,,,,,,
1961,"Meat, Poultry",,7920.0,,,,,,,,,
1961,"Meat, Total",,52154.0,,,,,,,,,
1961,"Milk, Total",,142000.0,,,,,,,,,
1961,Molasses,,1650.0,,,,,,,,,
1961,Mushrooms and truffles,,0.0,,,,,,,,,
1961,Natural honey,,240.0,,,,,,,,,
1961,Oats,22600.0,4540.0,200.9,0.02009,,,,,,,
1961,Oil of linseed,,172.59,,,,,,,,,
1961,Oil of sesame seed,,0.0,,,,,,,,,
1961,"Oilcrops, Cake Equivalent",2650.0,1469.81,554.6,0.05546,,,,,,,
1961,"Oilcrops, Oil Equivalent",542650.0,42345.82,78.0,0.0078,,,,,,,
1961,Olive oil,,37530.0,,,,,,,,,
1961,Olives,540000.0,189000.0,350.0,0.035,,,,,,,
1961,"Onions and shallots, dry (excluding dehydrated)",830.0,10000.0,12048.2,1.20482,,,,,,,
1961,"Onions and shallots, green",830.0,12000.0,14457.8,1.4457799999999998,,,,,,,
1961,Oranges,,62500.0,,,,,,,,,
1961,"Other beans, green",200.0,800.0,4000.0,0.4,,,,,,,
1961,Other berries and fruits of the genus vaccinium n.e.c.,,0.0,,,,,,,,,
1961,"Other citrus fruit, n.e.c.",0.0,0.0,,,,,,,,,
1961,"Other fruits, n.e.c.",,20000.0,,,,,,,,,
1961,"Other meat of mammals, fresh or chilled",,1400.0,,,,,,,,,
1961,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",,0.0,,,,,,,,,
1961,Other pulses n.e.c.,10000.0,4000.0,400.0,0.04,,,,,,,
1961,"Other stimulant, spice and aromatic crops, n.e.c.",13.0,10.0,769.2,0.07692,,,,,,,
1961,Other stone fruits,,100.0,,,,,,,,,
1961,"Other tropical fruits, n.e.c.",,17000.0,,,,,,,,,
1961,"Other vegetables, fresh n.e.c.",3670.0,33000.0,8991.8,0.89918,,,,,,,
1961,Papayas,,0.0,,,,,,,,,
1961,Peaches and nectarines,10000.0,9500.0,950.0,0.095,,,,,,,
1961,Pears,1000.0,3000.0,3000.0,0.3,,,,,,,
1961,"Peas, dry",0.0,0.0,,,,,,,,,
1961,"Peas, green",810.0,6300.0,7777.8,0.77778,,,,,,,
1961,"Pistachios, in shell",0.0,0.0,,,,,,,,,
1961,Plums and sloes,2000.0,5250.0,2625.0,0.2625,,,,,,,
1961,Pomelos and grapefruits,,1000.0,,,,,,,,,
1961,Potatoes,6000.0,42000.0,7000.0,0.7,,,,,,,
1961,"Pulses, Total",62009.0,17549.0,283.0,0.0283,,,,,,,
1961,"Pumpkins, squash and gourds",740.0,20000.0,27027.0,2.7027,,,,,,,
1961,"Pyrethrum, dried flowers",,0.0,,,,,,,,,
1961,Quinces,220.0,2000.0,9090.9,0.90909,,,,,,,
1961,Raw cane or beet sugar (centrifugal only),,4000.0,,,,,,,,,
1961,Raw hides and skins of cattle,,1688.08,,,,,,,,,
1961,Raw hides and skins of goats or kids,,484.9,,,,,,,,,
1961,Raw hides and skins of sheep or lambs,,4297.96,,,,,,,,,
1961,Raw milk of camel,,5000.0,,,,,,,,,
1961,Raw milk of cattle,,105000.0,,,,,,,,,
1961,Raw milk of goats,,18000.0,,,,,,,,,
1961,Raw milk of sheep,,14000.0,,,,,,,,,
1961,"Roots and Tubers, Total",6000.0,42000.0,7000.0,0.7,,,,,,,
1961,"Seed cotton, unginned",650.0,653.0,1004.6,0.10046000000000001,,,,,,,
1961,Sheep and Goat Meat,,25380.0,,,,,,,,,
1961,"Sheep fat, unrendered",,2578.78,,,,,,,,,
1961,"Shorn wool, greasy, including fleece-washed shorn wool",,4000.0,,,,,,,,,
1961,Skim milk of cows,,16910.0,,,,,,,,,
1961,Sorghum,12463.0,2078.0,166.7,0.016669999999999997,,,,,,,
1961,Spinach,1000.0,9000.0,9000.0,0.9,,,,,,,
1961,Strawberries,,0.0,,,,,,,,,
1961,Sugar Crops Primary,1500.0,33000.0,22000.0,2.2,,,,,,,
1961,Sugar beet,1500.0,33000.0,22000.0,2.2,,,,,,,
1961,Sunflower seed,0.0,0.0,,,,,,,,,
1961,"Sunflower-seed oil, crude",,56.17,,,,,,,,,
1961,"Tangerines, mandarins, clementines",,12400.0,,,,,,,,,
1961,Tomatoes,7843.0,58200.0,7420.6,0.74206,,,,,,,
1961,"Treenuts, Total",85000.0,5800.0,68.2,0.0068200000000000005,,,,,,,
1961,Unmanufactured tobacco,953.0,978.0,1026.2,0.10262,,,,,,,
1961,Vegetables Primary,31633.0,246850.0,7803.6,0.78036,,,,,,,
1961,Vetches,,0.0,,,,,,,,,
1961,Watermelons,5412.0,82500.0,15243.9,1.52439,,,,,,,
1961,Wheat,850000.0,465000.0,547.1,0.05471,,,,,,,
1961,Wine,,143740.0,,,,,,,,,
1962,"Almonds, in shell",98000.0,6700.0,68.4,0.006840000000000001,,,,,,,
1962,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",,5000.0,,,,,,,,,
1962,Apples,750.0,3200.0,4266.7,0.42667,,,,,,,
1962,Apricots,12500.0,12450.0,996.0,0.0996,,,,,,,
1962,Artichokes,1700.0,10400.0,6117.6,0.6117600000000001,,,,,,,
1962,Asparagus,,0.0,,,,,,,,,
1962,Barley,250000.0,145000.0,580.0,0.058,,,,,,,
1962,"Beans, dry",0.0,0.0,,,,,,,,,
1962,"Beef and Buffalo Meat, primary",,14900.0,,,,,,,,,
1962,"Beer of barley, malted",,36301.2,,,,,,,,,
1962,Beeswax,,70.0,,,,,,,,,
1962,"Broad beans and horse beans, dry",28500.0,15400.0,540.4,0.05404,,,,,,,
1962,"Broad beans and horse beans, green",2700.0,8000.0,2963.0,0.2963,,,,,,,
1962,Butter and Ghee,,870.9,,,,,,,,,
1962,Butter and ghee of sheep milk,,150.0,,,,,,,,,
1962,Butter of cow milk,,720.9,,,,,,,,,
1962,Cabbages,210.0,3500.0,16666.7,1.66667,,,,,,,
1962,Cantaloupes and other melons,2500.0,38000.0,15200.0,1.52,,,,,,,
1962,Carrots and turnips,3700.0,22000.0,5945.9,0.59459,,,,,,,
1962,"Cattle fat, unrendered",,257.88,,,,,,,,,
1962,Cauliflowers and broccoli,100.0,1800.0,18000.0,1.8,,,,,,,
1962,Cereals n.e.c.,40000.0,20000.0,500.0,0.05,,,,,,,
1962,"Cereals, primary",1116346.0,814367.0,729.5,0.07295,,,,,,,
1962,Cheese (All Kinds),,1297.0,,,,,,,,,
1962,"Cheese from milk of goats, fresh or processed",,1000.0,,,,,,,,,
1962,Cheese from whole cow milk,,297.0,,,,,,,,,
1962,"Chick peas, dry",18000.0,9100.0,505.6,0.05056,,,,,,,
1962,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",,5000.0,,,,,,,,,
1962,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",7000.0,50100.0,7157.1,0.7157100000000001,,,,,,,
1962,"Citrus Fruit, Total",0.0,84000.0,,,,,,,,,
1962,"Cotton lint, ginned",,171.0,,,,,,,,,
1962,Cotton seed,,342.0,,,,,,,,,
1962,Cranberries,,0.0,,,,,,,,,
1962,Cucumbers and gherkins,320.0,3200.0,10000.0,1.0,,,,,,,
1962,Dates,4200.0,14800.0,3523.8,0.35238,,,,,,,
1962,"Edible offal of cattle, fresh, chilled or frozen",,2235.0,,,,,,,,,
1962,"Edible offal of goat, fresh, chilled or frozen",,253.57,,,,,,,,,
1962,"Edible offal of pigs, fresh, chilled or frozen",,1.94,,,,,,,,,
1962,"Edible offal of sheep, fresh, chilled or frozen",,3337.55,,,,,,,,,
1962,"Edible offals of camels and other camelids, fresh, chilled or frozen",,233.51,,,,,,,,,
1962,"Edible offals of horses and other equines, fresh, chilled or frozen",,84.46,,,,,,,,,
1962,Eggplants (aubergines),0.0,0.0,,,,,,,,,
1962,Eggs Primary,,7500.0,,,,,,,,,
1962,Fat of camels,,149.19,,,,,,,,,
1962,Fat of pigs,,8.35,,,,,,,,,
1962,"Fibre Crops, Fibre Equivalent",570.0,179.55,315.0,0.0315,,,,,,,
1962,Figs,19000.0,19000.0,1000.0,0.1,,,,,,,
1962,Fruit Primary,107542.0,611870.0,5689.6,0.56896,,,,,,,
1962,"Game meat, fresh, chilled or frozen",,0.0,,,,,,,,,
1962,"Goat fat, unrendered",,65.2,,,,,,,,,
1962,Grapes,45522.0,275400.0,6049.8,0.6049800000000001,,,,,,,
1962,Green garlic,500.0,3000.0,6000.0,0.6,,,,,,,
1962,"Hazelnuts, in shell",,0.0,,,,,,,,,
1962,"Hen eggs in shell, fresh",,7500.0,48.0,0.0048,,,,,,,
1962,"Horse meat, fresh or chilled",,742.0,,,,,,,,,
1962,Lemons and limes,,12500.0,,,,,,,,,
1962,"Lentils, dry",916.0,420.0,458.5,0.04585,,,,,,,
1962,Linseed,2000.0,2000.0,1000.0,0.1,,,,,,,
1962,Locust beans (carobs),,0.0,,,,,,,,,
1962,Margarine and shortening,,873.6,,,,,,,,,
1962,"Meat of camels, fresh or chilled",,1200.0,,,,,,,,,
1962,"Meat of cattle with the bone, fresh or chilled",,14900.0,,,,,,,,,
1962,"Meat of chickens, fresh or chilled",,8040.0,,,,,,,,,
1962,"Meat of goat, fresh or chilled",,1775.0,,,,,,,,,
1962,"Meat of pig with the bone, fresh or chilled",,136.0,,,,,,,,,
1962,"Meat of sheep, fresh or chilled",,22100.0,,,,,,,,,
1962,"Meat of turkeys, fresh or chilled",,0.0,,,,,,,,,
1962,"Meat, Poultry",,8040.0,,,,,,,,,
1962,"Meat, Total",,50293.0,,,,,,,,,
1962,"Milk, Total",,140500.0,,,,,,,,,
1962,Molasses,,1650.0,,,,,,,,,
1962,Mushrooms and truffles,,0.0,,,,,,,,,
1962,Natural honey,,220.0,,,,,,,,,
1962,Oats,14000.0,5700.0,407.1,0.04071,,,,,,,
1962,Oil of linseed,,397.65,,,,,,,,,
1962,Oil of sesame seed,,0.0,,,,,,,,,
1962,"Oilcrops, Cake Equivalent",2570.0,1424.83,554.4,0.055439999999999996,,,,,,,
1962,"Oilcrops, Oil Equivalent",652570.0,50251.71,77.0,0.0077,,,,,,,
1962,Olive oil,,49570.0,,,,,,,,,
1962,Olives,650000.0,225000.0,346.2,0.03462,,,,,,,
1962,"Onions and shallots, dry (excluding dehydrated)",820.0,9800.0,11951.2,1.1951200000000002,,,,,,,
1962,"Onions and shallots, green",570.0,8600.0,15087.7,1.5087700000000002,,,,,,,
1962,Oranges,,64400.0,,,,,,,,,
1962,"Other beans, green",200.0,800.0,4000.0,0.4,,,,,,,
1962,Other berries and fruits of the genus vaccinium n.e.c.,,0.0,,,,,,,,,
1962,"Other citrus fruit, n.e.c.",0.0,0.0,,,,,,,,,
1962,"Other fruits, n.e.c.",,18400.0,,,,,,,,,
1962,"Other meat of mammals, fresh or chilled",,1400.0,,,,,,,,,
1962,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",,0.0,,,,,,,,,
1962,Other pulses n.e.c.,10000.0,4000.0,400.0,0.04,,,,,,,
1962,"Other stimulant, spice and aromatic crops, n.e.c.",13.0,10.0,769.2,0.07692,,,,,,,
1962,Other stone fruits,,300.0,,,,,,,,,
1962,"Other tropical fruits, n.e.c.",,17000.0,,,,,,,,,
1962,"Other vegetables, fresh n.e.c.",3780.0,34000.0,8994.7,0.8994700000000001,,,,,,,
1962,Papayas,,0.0,,,,,,,,,
1962,Peaches and nectarines,9500.0,8700.0,915.8,0.09158,,,,,,,
1962,Pears,650.0,1900.0,2923.1,0.29231,,,,,,,
1962,"Peas, dry",0.0,0.0,,,,,,,,,
1962,"Peas, green",830.0,6500.0,7831.3,0.78313,,,,,,,
1962,"Pistachios, in shell",0.0,0.0,,,,,,,,,
1962,Plums and sloes,1700.0,4220.0,2482.4,0.24824000000000002,,,,,,,
1962,Pomelos and grapefruits,,1000.0,,,,,,,,,
1962,Potatoes,5800.0,40800.0,7034.5,0.70345,,,,,,,
1962,"Pulses, Total",57416.0,28920.0,503.7,0.05037,,,,,,,
1962,"Pumpkins, squash and gourds",750.0,20000.0,26666.7,2.66667,,,,,,,
1962,"Pyrethrum, dried flowers",,0.0,,,,,,,,,
1962,Quinces,220.0,2000.0,9090.9,0.90909,,,,,,,
1962,Raw cane or beet sugar (centrifugal only),,3804.0,,,,,,,,,
1962,Raw hides and skins of cattle,,1633.27,,,,,,,,,
1962,Raw hides and skins of goats or kids,,434.69,,,,,,,,,
1962,Raw hides and skins of sheep or lambs,,4059.18,,,,,,,,,
1962,Raw milk of camel,,5000.0,,,,,,,,,
1962,Raw milk of cattle,,105000.0,,,,,,,,,
1962,Raw milk of goats,,17000.0,,,,,,,,,
1962,Raw milk of sheep,,13500.0,,,,,,,,,
1962,"Roots and Tubers, Total",5800.0,40800.0,7034.5,0.70345,,,,,,,
1962,"Seed cotton, unginned",570.0,513.0,900.0,0.09,,,,,,,
1962,Sheep and Goat Meat,,23875.0,,,,,,,,,
1962,"Sheep fat, unrendered",,2435.51,,,,,,,,,
1962,"Shorn wool, greasy, including fleece-washed shorn wool",,4000.0,,,,,,,,,
1962,Skim milk of cows,,15219.0,,,,,,,,,
1962,Sorghum,12346.0,3667.0,297.0,0.0297,,,,,,,
1962,Spinach,1000.0,9000.0,9000.0,0.9,,,,,,,
1962,Strawberries,,0.0,,,,,,,,,
1962,Sugar Crops Primary,1500.0,33000.0,22000.0,2.2,,,,,,,
1962,Sugar beet,1500.0,33000.0,22000.0,2.2,,,,,,,
1962,Sunflower seed,0.0,0.0,,,,,,,,,
1962,"Sunflower-seed oil, crude",,76.65,,,,,,,,,
1962,"Tangerines, mandarins, clementines",,6100.0,,,,,,,,,
1962,Tomatoes,7830.0,93000.0,11877.4,1.18774,,,,,,,
1962,"Treenuts, Total",98000.0,6700.0,68.4,0.006840000000000001,,,,,,,
1962,Unmanufactured tobacco,621.0,616.0,991.9,0.09919,,,,,,,
1962,Vegetables Primary,32010.0,283700.0,8862.9,0.8862899999999999,,,,,,,
1962,Vetches,,0.0,,,,,,,,,
1962,Watermelons,11000.0,112500.0,10227.3,1.02273,,,,,,,
1962,Wheat,800000.0,640000.0,800.0,0.08,,,,,,,
1962,Wine,,185400.0,,,,,,,,,
1963,"Almonds, in shell",85000.0,5800.0,68.2,0.0068200000000000005,,,,,,,
1963,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",,6000.0,,,,,,,,,
1963,Apples,850.0,3700.0,4352.9,0.43528999999999995,,,,,,,
1963,Apricots,15000.0,15000.0,1000.0,0.1,,,,,,,
1963,Artichokes,2400.0,14400.0,6000.0,0.6,,,,,,,
1963,Asparagus,,0.0,,,,,,,,,
1963,Barley,500000.0,350000.0,700.0,0.07,,,,,,,
1963,"Beans, dry",0.0,0.0,,,,,,,,,
1963,"Beef and Buffalo Meat, primary",,14300.0,,,,,,,,,
1963,"Beer of barley, malted",,36171.2,,,,,,,,,
1963,Beeswax,,80.0,,,,,,,,,
1963,"Broad beans and horse beans, dry",37000.0,19000.0,513.5,0.05135,,,,,,,
1963,"Broad beans and horse beans, green",3300.0,10000.0,3030.3,0.30303,,,,,,,
1963,Butter and Ghee,,870.9,,,,,,,,,
1963,Butter and ghee of sheep milk,,150.0,,,,,,,,,
1963,Butter of cow milk,,720.9,,,,,,,,,
1963,Cabbages,220.0,4400.0,20000.0,2.0,,,,,,,
1963,Cantaloupes and other melons,1870.0,28000.0,14973.3,1.4973299999999998,,,,,,,
1963,Carrots and turnips,4200.0,25000.0,5952.4,0.59524,,,,,,,
1963,"Cattle fat, unrendered",,247.5,,,,,,,,,
1963,Cauliflowers and broccoli,140.0,2900.0,20714.3,2.07143,,,,,,,
1963,Cereals n.e.c.,60000.0,30000.0,500.0,0.05,,,,,,,
1963,"Cereals, primary",1592000.0,1193300.0,749.6,0.07496,,,,,,,
1963,Cheese (All Kinds),,1297.0,,,,,,,,,
1963,"Cheese from milk of goats, fresh or processed",,1000.0,,,,,,,,,
1963,Cheese from whole cow milk,,297.0,,,,,,,,,
1963,"Chick peas, dry",21000.0,8800.0,419.0,0.0419,,,,,,,
1963,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",,5150.0,,,,,,,,,
1963,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",7000.0,51500.0,7357.1,0.7357100000000001,,,,,,,
1963,"Citrus Fruit, Total",0.0,70500.0,,,,,,,,,
1963,"Cotton lint, ginned",,165.0,,,,,,,,,
1963,Cotton seed,,329.0,,,,,,,,,
1963,Cranberries,,0.0,,,,,,,,,
1963,Cucumbers and gherkins,400.0,4000.0,10000.0,1.0,,,,,,,
1963,Dates,8500.0,30000.0,3529.4,0.35294000000000003,,,,,,,
1963,"Edible offal of cattle, fresh, chilled or frozen",,2145.0,,,,,,,,,
1963,"Edible offal of goat, fresh, chilled or frozen",,240.0,,,,,,,,,
1963,"Edible offal of pigs, fresh, chilled or frozen",,1.59,,,,,,,,,
1963,"Edible offal of sheep, fresh, chilled or frozen",,3533.88,,,,,,,,,
1963,"Edible offals of camels and other camelids, fresh, chilled or frozen",,256.86,,,,,,,,,
1963,"Edible offals of horses and other equines, fresh, chilled or frozen",,84.46,,,,,,,,,
1963,Eggplants (aubergines),0.0,0.0,,,,,,,,,
1963,Eggs Primary,,7600.0,,,,,,,,,
1963,Fat of camels,,164.11,,,,,,,,,
1963,Fat of pigs,,6.82,,,,,,,,,
1963,"Fibre Crops, Fibre Equivalent",490.0,172.9,352.9,0.035289999999999995,,,,,,,
1963,Figs,18000.0,18000.0,1000.0,0.1,,,,,,,
1963,Fruit Primary,111053.0,591100.0,5322.7,0.53227,,,,,,,
1963,"Game meat, fresh, chilled or frozen",,0.0,,,,,,,,,
1963,"Goat fat, unrendered",,61.71,,,,,,,,,
1963,Grapes,45613.0,278200.0,6099.1,0.6099100000000001,,,,,,,
1963,Green garlic,1000.0,6000.0,6000.0,0.6,,,,,,,
1963,"Hazelnuts, in shell",,0.0,,,,,,,,,
1963,"Hen eggs in shell, fresh",,7600.0,48.0,0.0048,,,,,,,
1963,"Horse meat, fresh or chilled",,742.0,,,,,,,,,
1963,Lemons and limes,,12100.0,,,,,,,,,
1963,"Lentils, dry",3000.0,500.0,166.7,0.016669999999999997,,,,,,,
1963,Linseed,2000.0,2000.0,1000.0,0.1,,,,,,,
1963,Locust beans (carobs),,0.0,,,,,,,,,
1963,Margarine and shortening,,9435.6,,,,,,,,,
1963,"Meat of camels, fresh or chilled",,1320.0,,,,,,,,,
1963,"Meat of cattle with the bone, fresh or chilled",,14300.0,,,,,,,,,
1963,"Meat of chickens, fresh or chilled",,8160.0,,,,,,,,,
1963,"Meat of goat, fresh or chilled",,1680.0,,,,,,,,,
1963,"Meat of pig with the bone, fresh or chilled",,111.0,,,,,,,,,
1963,"Meat of sheep, fresh or chilled",,23400.0,,,,,,,,,
1963,"Meat of turkeys, fresh or chilled",,0.0,,,,,,,,,
1963,"Meat, Poultry",,8160.0,,,,,,,,,
1963,"Meat, Total",,51213.0,,,,,,,,,
1963,"Milk, Total",,140000.0,,,,,,,,,
1963,Molasses,,2250.0,,,,,,,,,
1963,Mushrooms and truffles,,0.0,,,,,,,,,
1963,Natural honey,,220.0,,,,,,,,,
1963,Oats,21000.0,8800.0,419.0,0.0419,,,,,,,
1963,Oil of linseed,,454.08,,,,,,,,,
1963,Oil of sesame seed,,0.0,,,,,,,,,
1963,"Oilcrops, Cake Equivalent",2490.0,1418.72,569.8,0.056979999999999996,,,,,,,
1963,"Oilcrops, Oil Equivalent",1302490.0,99309.8,76.2,0.00762,,,,,,,
1963,Olive oil,,100076.0,,,,,,,,,
1963,Olives,1300000.0,448000.0,344.6,0.034460000000000005,,,,,,,
1963,"Onions and shallots, dry (excluding dehydrated)",690.0,8300.0,12029.0,1.2029,,,,,,,
1963,"Onions and shallots, green",820.0,12300.0,15000.0,1.5,,,,,,,
1963,Oranges,,43400.0,,,,,,,,,
1963,"Other beans, green",200.0,900.0,4500.0,0.45,,,,,,,
1963,Other berries and fruits of the genus vaccinium n.e.c.,,0.0,,,,,,,,,
1963,"Other citrus fruit, n.e.c.",0.0,0.0,,,,,,,,,
1963,"Other fruits, n.e.c.",,24000.0,,,,,,,,,
1963,"Other meat of mammals, fresh or chilled",,1500.0,,,,,,,,,
1963,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",,0.0,,,,,,,,,
1963,Other pulses n.e.c.,10000.0,4200.0,420.0,0.042,,,,,,,
1963,"Other stimulant, spice and aromatic crops, n.e.c.",6.0,5.0,833.3,0.08333,,,,,,,
1963,Other stone fruits,,200.0,,,,,,,,,
1963,"Other tropical fruits, n.e.c.",,17000.0,,,,,,,,,
1963,"Other vegetables, fresh n.e.c.",3890.0,35000.0,8997.4,0.89974,,,,,,,
1963,Papayas,,0.0,,,,,,,,,
1963,Peaches and nectarines,9000.0,8300.0,922.2,0.09222000000000001,,,,,,,
1963,Pears,700.0,2600.0,3714.3,0.37143000000000004,,,,,,,
1963,"Peas, dry",0.0,0.0,,,,,,,,,
1963,"Peas, green",1880.0,14600.0,7766.0,0.7766,,,,,,,
1963,"Pistachios, in shell",0.0,0.0,,,,,,,,,
1963,Plums and sloes,2500.0,6300.0,2520.0,0.252,,,,,,,
1963,Pomelos and grapefruits,,1000.0,,,,,,,,,
1963,Potatoes,6300.0,52200.0,8285.7,0.82857,,,,,,,
1963,"Pulses, Total",71000.0,32500.0,457.7,0.04577,,,,,,,
1963,"Pumpkins, squash and gourds",750.0,20000.0,26666.7,2.66667,,,,,,,
1963,"Pyrethrum, dried flowers",,0.0,,,,,,,,,
1963,Quinces,220.0,2000.0,9090.9,0.90909,,,,,,,
1963,Raw cane or beet sugar (centrifugal only),,5226.0,,,,,,,,,
1963,Raw hides and skins of cattle,,1567.5,,,,,,,,,
1963,Raw hides and skins of goats or kids,,411.43,,,,,,,,,
1963,Raw hides and skins of sheep or lambs,,4297.96,,,,,,,,,
1963,Raw milk of camel,,5000.0,,,,,,,,,
1963,Raw milk of cattle,,105000.0,,,,,,,,,
1963,Raw milk of goats,,16000.0,,,,,,,,,
1963,Raw milk of sheep,,14000.0,,,,,,,,,
1963,"Roots and Tubers, Total",6300.0,52200.0,8285.7,0.82857,,,,,,,
1963,"Seed cotton, unginned",490.0,494.0,1008.2,0.10082,,,,,,,
1963,Sheep and Goat Meat,,25080.0,,,,,,,,,
1963,"Sheep fat, unrendered",,2578.78,,,,,,,,,
1963,"Shorn wool, greasy, including fleece-washed shorn wool",,3500.0,,,,,,,,,
1963,Skim milk of cows,,15219.0,,,,,,,,,
1963,Sorghum,11000.0,4500.0,409.1,0.04091,,,,,,,
1963,Spinach,1000.0,9000.0,9000.0,0.9,,,,,,,
1963,Strawberries,,0.0,,,,,,,,,
1963,Sugar Crops Primary,2000.0,45000.0,22500.0,2.25,,,,,,,
1963,Sugar beet,2000.0,45000.0,22500.0,2.25,,,,,,,
1963,Sunflower seed,0.0,0.0,,,,,,,,,
