annee,Item,surface_cultivee_ha,production_tonnes,yield_value,rendement_tonnes_ha,pluviometrie_mm,temperature_moyenne_c,humidite_pct,ph,azote_N,phosphore_P_mg_kg,potassium_K_mg_kg
2010,"Almonds, in shell",162550.0,52000.0,319.9,0.03199,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",12965.0,10029.3,773.6,0.07736,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Apples,26294.0,126000.0,4791.9,0.4791899999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Apricots,5982.0,23500.0,3928.7,0.39287,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Artichokes,1800.0,14000.0,7777.8,0.77778,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Asparagus,,226.73,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Avocados,27.0,288.93,10528.0,1.0528,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Barley,184700.0,236900.0,1282.6,0.1282599999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Beans, dry",175.0,140.0,800.0,0.08,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Beef and Buffalo Meat, primary",,55800.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Beer of barley, malted",,82602.01,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Beeswax,,62.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Broad beans and horse beans, dry",58700.0,47830.0,814.8,0.08148,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Broad beans and horse beans, green",9600.0,115000.0,11979.2,1.19792,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Butter and Ghee,,6241.98,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Butter and ghee of sheep milk,,345.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Butter of cow milk,,5896.98,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cabbages,2277.0,26500.0,11636.3,1.16363,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cantaloupes and other melons,9218.0,97670.04,10595.9,1.05959,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Carrots and turnips,4406.0,56900.0,12913.9,1.29139,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Cattle fat, unrendered",,965.77,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cauliflowers and broccoli,1560.0,12500.0,8012.8,0.80128,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cereals n.e.c.,20625.0,31113.29,1508.5,0.15085,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Cereals, primary",657256.0,1113434.14,1694.1,0.1694099999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cheese (All Kinds),,6266.69,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Cheese from milk of goats, fresh or processed",,1238.26,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cheese from whole cow milk,,5028.43,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cherries,1023.0,5500.0,5373.7,0.53737,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Chick peas, dry",5500.0,4450.0,809.1,0.08091,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",4600.0,11600.0,2521.7,0.25217,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",19400.0,304000.0,15670.1,1.56701,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Citrus Fruit, Total",33735.0,403729.83,11967.7,1.19677,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Cotton lint, ginned",,2180.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cotton seed,,4360.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cranberries,40.0,250.0,6250.0,0.625,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Cream, fresh",,19656.59,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Cucumbers and gherkins,2977.0,65000.0,21834.1,2.18341,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Dates,48253.0,174000.0,3606.0,0.3606,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offal of cattle, fresh, chilled or frozen",,8370.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offal of goat, fresh, chilled or frozen",,1342.86,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offal of pigs, fresh, chilled or frozen",,1.84,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offal of sheep, fresh, chilled or frozen",,7551.02,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offals of camels and other camelids, fresh, chilled or frozen",,280.22,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Edible offals of horses and other equines, fresh, chilled or frozen",,56.76,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Eggplants (aubergines),75.0,1050.0,14000.0,1.4,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Eggs Primary,,92000.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Fat of camels,,179.03,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Fat of pigs,,7.92,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Fibre Crops, Fibre Equivalent",1944.0,2275.0,1170.4,0.11704,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Figs,17600.0,26000.0,1477.3,0.14773,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Fruit Primary,232783.0,1704533.56,7322.4,0.73224,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Game meat, fresh, chilled or frozen",,485.21,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Goat fat, unrendered",,345.31,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Grapes,23558.0,129000.0,5475.8,0.5475800000000001,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Green garlic,2800.0,16000.0,5714.3,0.57143,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Hazelnuts, in shell",45.0,42.85,954.3,0.09543,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Hen eggs in shell, fresh",,92000.0,82.0,0.0082,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Horse meat, fresh or chilled",,498.71,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Kiwi fruit,5.0,29.53,5906.3,0.59063,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Lemons and limes,2556.0,37000.0,14475.5,1.44755,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Lentils, dry",1350.0,300.0,222.2,0.02222,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Lettuce and chicory,2615.0,54000.0,20650.1,2.06501,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Linseed,1495.0,3601.47,2409.0,0.2409,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Locust beans (carobs),408.0,860.0,2108.4,0.21084,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Margarine and shortening,,124481.9,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of camels, fresh or chilled",,1440.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of cattle with the bone, fresh or chilled",,55800.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of chickens, fresh or chilled",,112900.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of goat, fresh or chilled",,9400.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of pig with the bone, fresh or chilled",,129.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of sheep, fresh or chilled",,50000.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat of turkeys, fresh or chilled",,47800.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat, Poultry",,160700.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Meat, Total",,285819.01,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Milk, Total",,1067092.94,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Molasses,,0.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Mushrooms and truffles,,135.5,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Natural honey,,2001.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Oats,4639.0,1432.13,308.7,0.0308699999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Oil of linseed,,1138.95,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Oil of sesame seed,,179.38,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Oilcrops, Cake Equivalent",17353.0,10628.19,612.5,0.06125,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Oilcrops, Oil Equivalent",1780803.0,198980.22,111.7,0.01117,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Olive oil,,174600.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Olives,1763450.0,873000.0,495.1,0.04951,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Onions and shallots, dry (excluding dehydrated)",6680.0,146800.0,21976.0,2.1976,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Onions and shallots, green",10020.0,220200.0,21976.0,2.1976,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Oranges,12220.0,136700.0,11186.7,1.11867,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other beans, green",330.0,1030.0,3121.2,0.31212,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Other berries and fruits of the genus vaccinium n.e.c.,20.0,157.3,8015.0,0.8015,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other citrus fruit, n.e.c.",10283.0,104200.0,10133.6,1.01336,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other fruits, n.e.c.",12868.0,67000.0,5206.6,0.52066,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other meat of mammals, fresh or chilled",,6466.09,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",14.0,10.38,749.0,0.0749,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Other pulses n.e.c.,27186.0,23065.49,848.4,0.08484,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other stimulant, spice and aromatic crops, n.e.c.",2900.0,2700.0,931.0,0.0931,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Other stone fruits,600.0,5600.0,9333.3,0.93333,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other tropical fruits, n.e.c.",11143.0,90281.19,8101.9,0.81019,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Other vegetables, fresh n.e.c.",6883.0,92084.15,13378.0,1.3378,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Papayas,,66.73,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Peaches and nectarines,15482.0,114000.0,7363.6,0.73636,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Pears,13374.0,66000.0,4935.0,0.4935,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Peas, dry",8300.0,6630.0,798.8,0.0798799999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Peas, green",10830.0,35810.0,3306.6,0.33066,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Pistachios, in shell",34917.0,2300.0,65.9,0.00659,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Plums and sloes,2775.0,12000.0,4324.5,0.43245,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Pomelos and grapefruits,4164.0,88829.83,21334.2,2.13342,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Potatoes,23800.0,370000.0,15546.2,1.55462,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Pulses, Total",101331.0,82605.49,815.2,0.08152,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Pumpkins, squash and gourds",2900.0,78450.0,27051.7,2.70517,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Pyrethrum, dried flowers",660.0,171.89,260.4,0.0260399999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Quinces,339.0,2600.0,7679.8,0.76798,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Rape or colza seed,4568.0,3248.01,711.0,0.0711,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw cane or beet sugar (centrifugal only),,0.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw hides and skins of cattle,,6116.54,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw hides and skins of goats or kids,,2302.04,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw hides and skins of sheep or lambs,,9183.67,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw milk of camel,,1085.37,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw milk of cattle,,1030000.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw milk of goats,,12007.58,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Raw milk of sheep,,24000.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Roots and Tubers, Total",23800.0,370000.0,15546.2,1.55462,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Seed cotton, unginned",1944.0,6500.0,3343.9,0.33439,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Sheep and Goat Meat,,59400.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Sheep fat, unrendered",,5510.2,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Shorn wool, greasy, including fleece-washed shorn wool",,10351.68,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Skim milk of cows,,248983.49,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",,900.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Sorghum,2493.0,1188.72,476.9,0.0476899999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Soya bean oil,,68200.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Spinach,430.0,5850.0,13604.7,1.36047,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Strawberries,340.0,10000.0,29411.8,2.94118,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Sugar Crops Primary,0.0,0.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Sugar beet,0.0,0.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Sunflower seed,9346.0,9195.77,983.9,0.0983899999999999,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Sunflower-seed oil, crude",,2393.11,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Tangerines, mandarins, clementines",4513.0,37000.0,8199.1,0.81991,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Tomatoes,33000.0,1296000.0,39272.7,3.92727,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,"Treenuts, Total",197525.0,54353.23,275.2,0.02752,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Triticale,10400.0,20800.0,2000.0,0.2,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Unmanufactured tobacco,1211.0,1600.0,1321.2,0.13212,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Vegetables Primary,118584.0,2541536.37,21432.4,2.14324,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Vetches,120.0,190.0,1583.3,0.15833,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Watermelons,9700.0,350000.0,36082.5,3.60825,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Wheat,434400.0,822000.0,1892.3,0.18923,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2010,Wine,,22150.0,,,,,,7.736923076923077,0.1107846153846153,33.30153846153846,228.51846153846157
2011,"Almonds, in shell",185123.0,61000.0,329.5,0.03295,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",13448.0,10504.51,781.1,0.07811,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Apples,26337.0,128000.0,4860.0,0.486,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Apricots,7344.0,30000.0,4085.1,0.40851,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Artichokes,2300.0,18000.0,7826.1,0.78261,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Asparagus,,229.59,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Avocados,28.0,294.54,10564.7,1.05647,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Barley,560760.0,680900.0,1214.2,0.12142,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Beans, dry",115.0,100.0,869.6,0.08696,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Beef and Buffalo Meat, primary",,54300.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Beer of barley, malted",,87157.28,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Beeswax,,62.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Broad beans and horse beans, dry",56570.0,72600.0,1283.4,0.12834,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Broad beans and horse beans, green",10300.0,111280.0,10803.9,1.08039,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Butter and Ghee,,6437.87,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Butter and ghee of sheep milk,,360.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Butter of cow milk,,6077.87,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cabbages,1961.0,22736.0,11596.3,1.15963,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cantaloupes and other melons,9236.0,97571.12,10564.1,1.05641,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Carrots and turnips,6810.0,60654.0,8906.6,0.89066,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Cattle fat, unrendered",,939.81,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cauliflowers and broccoli,1598.0,20964.0,13118.9,1.31189,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cereals n.e.c.,19541.0,30656.74,1568.9,0.15689,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Cereals, primary",1369998.0,2343805.56,1710.8,0.1710799999999999,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cheese (All Kinds),,6592.5,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Cheese from milk of goats, fresh or processed",,1409.82,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cheese from whole cow milk,,5182.68,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cherries,1100.0,7000.0,6363.6,0.63636,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Chick peas, dry",5517.0,5500.0,996.9,0.09969,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",7000.0,17600.0,2514.3,0.25143,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",18000.0,268000.0,14888.9,1.48889,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Citrus Fruit, Total",37068.0,446870.26,12055.4,1.20554,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Cotton lint, ginned",,2180.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cotton seed,,4360.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cranberries,30.0,200.0,6666.7,0.66667,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Cream, fresh",,19754.48,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Cucumbers and gherkins,2970.0,68900.0,23198.7,2.31987,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Dates,51000.0,190000.0,3725.5,0.37255,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offal of cattle, fresh, chilled or frozen",,8145.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offal of goat, fresh, chilled or frozen",,1342.86,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offal of pigs, fresh, chilled or frozen",,1.63,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offal of sheep, fresh, chilled or frozen",,7686.94,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offals of camels and other camelids, fresh, chilled or frozen",,280.22,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Edible offals of horses and other equines, fresh, chilled or frozen",,56.91,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Eggplants (aubergines),50.0,700.0,14000.0,1.4,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Eggs Primary,,92600.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Fat of camels,,179.03,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Fat of pigs,,7.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Fibre Crops, Fibre Equivalent",2251.0,2275.0,1010.6,0.10106,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Figs,17600.0,26000.0,1477.3,0.14773,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Fruit Primary,240786.0,1757643.18,7299.6,0.72996,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Game meat, fresh, chilled or frozen",,480.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Goat fat, unrendered",,345.31,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Grapes,25096.0,147600.0,5881.4,0.58814,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Green garlic,2675.0,21720.0,8119.6,0.81196,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Hazelnuts, in shell",45.0,42.86,946.8,0.09468,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Hen eggs in shell, fresh",,92600.0,80.0,0.008,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Horse meat, fresh or chilled",,500.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Kiwi fruit,5.0,29.25,5850.9,0.58509,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Lemons and limes,3261.0,47500.0,14564.2,1.45642,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Lentils, dry",2705.0,1274.0,471.0,0.0471,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Lettuce and chicory,2870.0,57000.0,19860.6,1.98606,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Linseed,1268.0,3126.43,2464.8,0.24648,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Locust beans (carobs),414.0,860.0,2077.3,0.20773,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,Margarine and shortening,,95282.68,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Meat of camels, fresh or chilled",,1440.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Meat of cattle with the bone, fresh or chilled",,54300.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Meat of chickens, fresh or chilled",,108000.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Meat of goat, fresh or chilled",,9400.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
2011,"Meat of pig with the bone, fresh or chilled",,114.0,,,,,,7.753846153846154,0.1190461538461538,35.63384615384615,199.42
